epoch,loss,weight_stage1_L1_loss,weight_stage1_L2_loss,weight_stage2_L1_loss,weight_stage2_L2_loss,weight_stage3_L1_loss,weight_stage3_L2_loss,weight_stage4_L1_loss,weight_stage4_L2_loss,weight_stage5_L1_loss,weight_stage5_L2_loss,weight_stage6_L1_loss,weight_stage6_L2_loss
0,3.2987408303419747,8.2929668608164e-06,0.1999846205809568,1.5141385638116153e-05,0.05329254096653591,1.5840566566841695e-05,0.053006207544921614,2.607900837011839e-05,0.0530164436710046,1.8941402951446414e-05,0.053555507396785086,9.562929474096582e-06,0.053515248543009104
